gender,total_words,theme,theme_keyword_count,theme_keyword_normalized_term_frequency,theme_cSFIDF,id
men,1149020,Emotions,2381,0.002072200657951994,0.25704759701403784,bootstrap 3
men,1149020,Explicit Reference to Defendant’s Gender ,1733,0.001508241806060817,0.22188472828162678,bootstrap 3
men,1149020,Figurative/Metaphorical Language,1450,0.0012619449617935284,0.20085889289493916,bootstrap 3
men,1149020,Gender and Gender Roles,7603,0.006616943134149101,0.34541081222923375,bootstrap 3
men,1149020,Immigration,3144,0.0027362447999164504,0.27829677156387805,bootstrap 3
men,1149020,Intimate Partner Relationships,2799,0.002435988929696611,0.2695288557412311,bootstrap 3
men,1149020,Mental Health/Mental Disability,17838,0.015524533950671007,0.4792583797085326,bootstrap 3
men,1149020,Parenting Language,38731,0.03370785538981045,0.5219355272225553,bootstrap 3
men,1149020,Racial Tropes,2121,0.0018459208716993612,0.24391019249943008,bootstrap 3
men,1149020,Religion ,1528,0.0013298288976693181,0.21811120100248965,bootstrap 3
men,1149020,Sexual Language,5582,0.004858052949469983,0.3256188815507088,bootstrap 3
men,1149020,Sexuality,90,7.8327618318219e-05,0.07180526435547809,bootstrap 3
men,1149020,Socioeconomic Status/Spending/Poverty,1988,0.0017301700579624376,0.22911792958883745,bootstrap 3
men,1149020,Testimony re Gender-Based Violence ,4133,0.0035969782945466573,0.3028015064649341,bootstrap 3
men,1149020,Women’s Non-Domestic Work,2444,0.0021270299907747473,0.2542925257716131,bootstrap 3
women,2789416,Characterization,38286,0.013725453643343266,0.42444143654502753,bootstrap 3
women,2789416,Clothing/Makeup/Appearance ,3629,0.0013009891676250512,0.21394597136247445,bootstrap 3
women,2789416,Drugs and Addiction,10026,0.003594300742521015,0.28649287531333234,bootstrap 3
women,2789416,Emotions,4593,0.0016465812198682447,0.2291338347745236,bootstrap 3
women,2789416,Explicit Reference to Defendant’s Gender ,4790,0.0017172053218308062,0.23675711407452826,bootstrap 3
women,2789416,Figurative/Metaphorical Language,5472,0.0019617009438534804,0.2504305216030796,bootstrap 3
women,2789416,Gender and Gender Roles,21001,0.007528816067592643,0.3684432210689198,bootstrap 3
women,2789416,Immigration,6536,0.002343142794047213,0.2575313304913412,bootstrap 3
women,2789416,Intimate Partner Relationships,5605,0.002009381175127697,0.24479287727676416,bootstrap 3
women,2789416,Mental Health/Mental Disability,25133,0.009010129718908903,0.3651118690387664,bootstrap 3
women,2789416,Parenting Language,83094,0.029789031109020668,0.4906586814942683,bootstrap 3
women,2789416,Racial Tropes,4644,0.0016648646168230196,0.2316396342170314,bootstrap 3
women,2789416,Religion ,3459,0.0012400445111091353,0.21061957072386006,bootstrap 3
women,2789416,Sexual Language,13016,0.0046662097012421236,0.3191248211055175,bootstrap 3
women,2789416,Sexuality,500,0.00017924898975269375,0.10862434810590677,bootstrap 3
women,2789416,Socioeconomic Status/Spending/Poverty,6026,0.002160308824499465,0.25601923764865286,bootstrap 3
women,2789416,Testimony re Gender-Based Violence ,8585,0.0030777051540537516,0.28009324096733573,bootstrap 3
women,2789416,Women’s Non-Domestic Work,5526,0.0019810598347467716,0.2454118815857945,bootstrap 3
